01 02 03 04 05
01 02 05 09 10
01 02 06 07 11
01 02 06 08 10
01 03 04 07 10
01 03 06 07 09
01 03 08 09 11
01 04 05 06 08
01 04 09 10 11
01 05 07 08 11
02 03 04 06 09
02 03 05 07 08
02 03 07 10 11
02 04 07 08 09
02 04 08 10 11
02 05 06 09 11
03 04 06 08 11
03 05 06 10 11
03 05 08 09 10
04 05 06 07 10
04 05 07 09 11
06 07 08 09 10
